"nome","marca","referencia","categoria","subcategoria","genero","faixa_etaria","tipo_produto","preco","preco_pix","tamanhos_disponiveis","cores_disponiveis","descricao","link","imagem_url","em_estoque","em_liquidacao"
"Sandália Ipanema 27428 Class Luma","Ipanema","2545497-br925begebegeclaro","Feminino","Sandálias","Feminino","Adulto","Sandália","39.99","37.99","33/34 | 35 | 36 | 37 | 38 | 39/40","bege/bege 2520 | br925 bege/bege claro | preto 520","Conforto Conta com palmilha macia e anatômica, proporcionando conforto durante todo o uso. O solado leve favorece uma pisada suave, ideal para quem passa longos períodos em pé ou caminha bastante ao longo do dia. Versatilidade Muito versátil, a Sandália Ipanema Class Luma é perfeita para uso diário, passeios, viagens, praia, piscina e momentos de lazer. Combina facilmente com vestidos, saias, shorts e looks casuais, adaptando-se a diversas ocasiões. Estilo Com visual delicado e sofisticado, o...","https://www.chinelarialeilaneneves.com.br/sandalia-ipanema-27428-class-luma-br925-bege-bege-claro","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/12/produto/12202/07-sandalia-ipanema-27428-class-luma.png?ims=290x290","true","false"
"Sandália Modare 7151.102 Canelado","Modare","2149942-16808nude","Feminino","Sandálias","Feminino","Adulto","Sandália","139.90","132.91","34 | 35 | 36 | 37 | 38 | 39 | 40","000003S/CAN PRETO | 16808 nude","Confortável A combinação da tecnologia Ultra Conforto e da palmilha Reflex Sense garante conforto prolongado, mesmo em longas caminhadas, tecnologias e materiais de alta qualidade, garante o máximo de bem-estar para seus pés. Versátil Ideal para diversas ocasiões, desde um passeio casual até um evento mais formal. Estiloso Design moderno e atemporal que combina com diferentes estilos de looks. Perguntas Frequentes: A sandália é confortável? Sim, a sandália é muito confortável devido à sua pal...","https://www.chinelarialeilaneneves.com.br/sandalia-modare-7151-102-canelado-16808-nude","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/06/produto/8862/10-sandalia-modare-7151-102-canelado.png?ims=290x290","true","false"
"Sandália Modare 7151.102 Canelado","Modare","2149942-000003SCANPRETO","Feminino","Sandálias","Feminino","Adulto","Sandália","139.90","132.91","34 | 35 | 36 | 37 | 38 | 39 | 40","000003S/CAN PRETO | 16808 nude","Confortável A combinação da tecnologia Ultra Conforto e da palmilha Reflex Sense garante conforto prolongado, mesmo em longas caminhadas, tecnologias e materiais de alta qualidade, garante o máximo de bem-estar para seus pés. Versátil Ideal para diversas ocasiões, desde um passeio casual até um evento mais formal. Estiloso Design moderno e atemporal que combina com diferentes estilos de looks. Perguntas Frequentes: A sandália é confortável? Sim, a sandália é muito confortável devido à sua pal...","https://www.chinelarialeilaneneves.com.br/sandalia-modare-7151-102-canelado-000003s-can-preto","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/03/produto/258/01-sandalia-modare-7151-102-canelado.png?ims=290x290","true","false"
"Sandália Modare 7151.145 Nature","Modare","2541232-napaavela","Feminino","Sandálias","Feminino","Adulto","Sandália","149.90","142.41","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","branco off nat | napa avela","Conforto Este modelo conta com a tecnologia Ultra Conforto Modare, oferecendo palmilha macia com pontos massageadores, que auxiliam na absorção de impacto e proporcionam sensação de relaxamento ao caminhar. O salto anabela baixo garante melhor equilíbrio e distribuição do peso corporal, reduzindo o cansaço ao longo do dia. As tiras são flexíveis e ajustáveis, promovendo encaixe confortável sem apertar. Versatilidade A Sandália Modare Nature é perfeita para diversas ocasiões: trabalho, comprom...","https://www.chinelarialeilaneneves.com.br/sandalia-modare-7151-145-nature-napa-avela","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/12/produto/11832/01-sandalia-modare-7151-145-nature.png?ims=290x290","true","false"
"Sandália Modare 7151.145 Nature","Modare","2541232-brancooffnat","Feminino","Sandálias","Feminino","Adulto","Sandália","149.90","142.41","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","branco off nat | napa avela","Conforto Este modelo conta com a tecnologia Ultra Conforto Modare, oferecendo palmilha macia com pontos massageadores, que auxiliam na absorção de impacto e proporcionam sensação de relaxamento ao caminhar. O salto anabela baixo garante melhor equilíbrio e distribuição do peso corporal, reduzindo o cansaço ao longo do dia. As tiras são flexíveis e ajustáveis, promovendo encaixe confortável sem apertar. Versatilidade A Sandália Modare Nature é perfeita para diversas ocasiões: trabalho, comprom...","https://www.chinelarialeilaneneves.com.br/sandalia-modare-7151-145-nature-branco-off-nat","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/12/produto/11836/05-sandalia-modare-7151-145-nature.png?ims=290x290","true","false"
"Sandália Modare 7162.219 Floather Elastic","Modare","2022558-CREME985FLOATHER","Feminino","Sandálias","Feminino","Adulto","Sandália","129.90","123.41","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40 | 41","CREME 985/FLOATHER | PRETO 01 / FLOATHER","Confortável A sandália conta com uma palmilha macia e massageadora, desenvolvida para absorver impactos e proporcionar bem-estar ao longo do dia. Além disso, o elástico ajustável se adapta aos pés sem apertar, garantindo um ajuste ideal e confortável. Sofisticado Os detalhes em pedras aplicadas na tira superior deixam a sandália ainda mais elegante, tornando-a perfeita para diversas ocasiões. O tom neutro facilita a combinação com diferentes looks, desde os mais casuais até os mais arrumados....","https://www.chinelarialeilaneneves.com.br/sandalia-modare-7162-219-floather-elastic-creme-985-floather","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/03/produto/500/01-sandalia-modare-7162-219-floather-elastic.png?ims=290x290","true","false"
"Sandália Modare 7162.223 Np Nature","Modare","2267036-95973CAMEL1163","Feminino","Sandálias","Feminino","Adulto","Sandália","114.99","109.24","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","7162.223 DOURADO | 7162.223 PRETO | 95973 CAMEL 1163","Versátil O design moderno e o cabedal em tiras grossas conferem um toque de elegância ao calçado, perfeito para usar no dia a dia e ocasiões especiais. Confortavel Esse modelo, em específico, conta com a tecnologia Soft Comfort, que proporciona maior maciez e amortecimento. Ela também tem a palmilha com acolchoamento, o que ajuda a reduzir impactos, tornando-a confortável para o uso diário. Estilo & Conforto Ela oferece o equilíbrio entre conforto e estilo, sendo uma boa opção para quem busca...","https://www.chinelarialeilaneneves.com.br/sandalia-modare-7162-223-np-nature-95973-camel-1163","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/03/produto/1135/11-sandalia-modare-7162-223-np-nature.png?ims=290x290","true","false"
"Sandália Modare 7200.102 Fivela / Elástico Napa Nature","Modare","2265835-525331nude658flo","Feminino","Sandálias","Feminino","Adulto","Sandália","184.99","175.74","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","101540 oliva 1281 fl/ | 525331 nude 658 flo/ | 7200.102 CAMEL | 7200.102 VERDE SALVIA | 83517 creme 985","Confortável A palmilha ultra macia e anatômica proporciona um ajuste perfeito aos pés, reduzindo o impacto ao caminhar e garantindo bem-estar durante todo o dia. Seguro O solado flatform antiderrapante oferece estabilidade e firmeza em diferentes tipos de superfícies, evitando escorregões e garantindo passos mais seguros. Estiloso Com um design moderno e elegante, a sandália combina com diversas ocasiões, desde looks casuais até produções mais sofisticadas, tornando-se um item indispensável n...","https://www.chinelarialeilaneneves.com.br/sandalia-modare-7200-102-fivela-elastico-napa-nature-525331-nude-658-flo","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/5283/06-sandalia-modare-7200-102-fivela-elastico-napa-nature.png?ims=290x290","true","true"
"Sandália Modare 7210.208 Nature","Modare","2401799-95373camel","Feminino","Sandálias","Feminino","Adulto","Sandália","179.90","170.91","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","35312 branco off | 95373 camel","Conforto A Sandália Modare 7210.208 Nature foi desenvolvida para proporcionar conforto absoluto em cada passo. Com palmilha macia e tecnologia que absorve o impacto da pisada, ela cuida da saúde dos pés durante o uso diário. O material leve e o design anatômico fazem dela uma excelente opção para quem busca bem-estar sem abrir mão do estilo, alem de um salto plataforma confortavel de 5cm para maior postura no dia a dia . Versatil Moderna e prática, essa sandália combina com diversos tipos de ...","https://www.chinelarialeilaneneves.com.br/sandalia-modare-7210-208-nature-95373-camel","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/07/produto/10198/07-sandalia-modare-7210-208-nature.png?ims=290x290","true","false"
"Sandália Modare 7210.208 Nature","Modare","2401799-35312brancooff","Feminino","Sandálias","Feminino","Adulto","Sandália","179.90","170.91","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","35312 branco off | 95373 camel","Conforto A Sandália Modare 7210.208 Nature foi desenvolvida para proporcionar conforto absoluto em cada passo. Com palmilha macia e tecnologia que absorve o impacto da pisada, ela cuida da saúde dos pés durante o uso diário. O material leve e o design anatômico fazem dela uma excelente opção para quem busca bem-estar sem abrir mão do estilo, alem de um salto plataforma confortavel de 5cm para maior postura no dia a dia . Versatil Moderna e prática, essa sandália combina com diversos tipos de ...","https://www.chinelarialeilaneneves.com.br/sandalia-modare-7210-208-nature-35312-branco-off","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/07/produto/10187/01-sandalia-modare-7210-208-nature.png?ims=290x290","true","false"
"Sandália Moleca 5504.213 Napa Turim","Moleca","2466367-preto01","Feminino","Sandálias","Feminino","Adulto","Sandália","149.90","142.41","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","cherry 1335 | preto 01","Design Moderno O visual da sandália une praticidade com estilo. Suas tiras largas e o acabamento em napa turim trazem um toque sofisticado e minimalista, ideal para looks urbanos, neutros ou despojados. Conforto A palmilha é feita em material macio e anatômico, proporcionando conforto desde o primeiro uso. A estrutura leve e o ajuste firme ao pé tornam essa sandália perfeita para quem passa horas em pé ou caminha bastante. Sola tratorada com Estabilidade O solado emborrachado com textura trat...","https://www.chinelarialeilaneneves.com.br/sandalia-moleca-5504-213-napa-turim-preto-01","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/07/produto/10683/08-sandalia-moleca-5504-213-napa-turim.png?ims=290x290","true","false"
"Sandália Papete Beira Rio 8524.109 Nobuck Lisboa","Beira Rio","2361761-29452BEGENOBLISB","Feminino","Sandálias","Feminino","Adulto","Sandália","139.90","132.91","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","15745 PRETO NOB/LIS | 29452 BEGE NOB/LISB","Palmilha Anatômica A papete conta com palmilha anatômica que respeita o formato dos pés, oferecendo suporte nas áreas certas e ajudando a distribuir o peso de maneira equilibrada. Isso contribui para mais conforto ao longo do dia, mesmo em longas caminhadas ou rotinas agitadas. Fivela Lateral O modelo traz uma fivela lateral funcional com várias opções de regulagem. Essa característica permite adaptar perfeitamente o calçado a diferentes larguras de pé, garantindo firmeza ao caminhar sem aper...","https://www.chinelarialeilaneneves.com.br/sandalia-papete-beira-rio-8524-109-nobuck-lisb-29452-bege-nob-lisb","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4051/03-sandalia-papete-beira-rio-8524-109-nobuck-lisboa.png?ims=290x290","true","false"
"Sandália Papete Modare 7200.107 Anel de Dedo Floather / Nature","Modare","2365096-101540OLIVA1281FLNAT","Feminino","Sandálias","Feminino","Adulto","Sandália","149.90","142.41","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","101540 OLIVA 1281 FL/NAT","Tecnologia Reflex Sense A palmilha Reflex Sense tem como diferencial sua capacidade de adaptar-se ao formato dos pés, absorvendo os impactos da caminhada e oferecendo uma sensação contínua de conforto. Ideal para uso prolongado, ela cuida da região plantar com suavidade, mesmo em dias mais intensos. Estrutura Anatômica O formato da papete foi projetado para respeitar a anatomia dos pés femininos, com apoio adequado no calcanhar e no peito do pé. O anel de dedo proporciona firmeza extra, enqua...","https://www.chinelarialeilaneneves.com.br/sandalia-papete-modare-7200-107-floa-nature-101540-oliva-1281-fl-nat","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/5296/01-sandalia-papete-modare-7200-107-anel-de-dedo-floather-nature.png?ims=290x290","true","false"
"Sandália Salto Modare 7187.100 Elástico Canelado","Modare","2387850-avela","Feminino","Sandálias","Feminino","Adulto","Sandália","164.99","156.74","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","102139 OLIVA/CAMEL | 7187.100 NUDE/TAN | 7187.100 PRETO | 97016 marinho/camel | avela","Ultraconforto O conforto é um dos pontos fortes desse modelo. Apesar de ser uma sandália de salto, a Modare investiu em tecnologias que proporcionam maior comodidade ao longo do dia. O uso do elástico permite um ajuste mais flexível e que se adapta melhor ao pé, evitando apertos ou desconforto. Além disso, o salto é projetado de forma que não sobrecarregue os pés, permitindo que você caminhe com mais facilidade e menos impacto. Versátil e Estiloso Seu design elegante permite combiná-la com um...","https://www.chinelarialeilaneneves.com.br/sandalia-salto-modare-7187-100-elastico-canelado-avela","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/09/produto/11712/15-sandalia-salto-modare-7187-100-elastico-canelado.png?ims=290x290","true","false"
"Sandália Salto Modare 7187.100 Elástico Canelado","Modare","2387850-102139OLIVACAMEL","Feminino","Sandálias","Feminino","Adulto","Sandália","164.99","156.74","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","102139 OLIVA/CAMEL | 7187.100 NUDE/TAN | 7187.100 PRETO | 97016 marinho/camel | avela","Ultraconforto O conforto é um dos pontos fortes desse modelo. Apesar de ser uma sandália de salto, a Modare investiu em tecnologias que proporcionam maior comodidade ao longo do dia. O uso do elástico permite um ajuste mais flexível e que se adapta melhor ao pé, evitando apertos ou desconforto. Além disso, o salto é projetado de forma que não sobrecarregue os pés, permitindo que você caminhe com mais facilidade e menos impacto. Versátil e Estiloso Seu design elegante permite combiná-la com um...","https://www.chinelarialeilaneneves.com.br/sandalia-salto-modare-7187-100-el-canelado-102139-oliva-camel","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/06/produto/8901/05-sandalia-salto-modare-7187-100-elastico-canelado.png?ims=290x290","true","false"
"Sandália Salto Modare 7187.100 Elástico Canelado","Modare","2387850-7187.100PRETO","Feminino","Sandálias","Feminino","Adulto","Sandália","164.99","156.74","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","102139 OLIVA/CAMEL | 7187.100 NUDE/TAN | 7187.100 PRETO | 97016 marinho/camel | avela","Ultraconforto O conforto é um dos pontos fortes desse modelo. Apesar de ser uma sandália de salto, a Modare investiu em tecnologias que proporcionam maior comodidade ao longo do dia. O uso do elástico permite um ajuste mais flexível e que se adapta melhor ao pé, evitando apertos ou desconforto. Além disso, o salto é projetado de forma que não sobrecarregue os pés, permitindo que você caminhe com mais facilidade e menos impacto. Versátil e Estiloso Seu design elegante permite combiná-la com um...","https://www.chinelarialeilaneneves.com.br/sandalia-salto-modare-7187-100-el-canelado-7187-100-preto","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/03/produto/253/06-tamanco-salto-modare-7187-100-el-canelado-tamanco-salto-modare-7187-100-el-canelado-7187-100-preto-34.png?ims=290x290","true","false"
"Sandália Salto Modare 7187.100 Elástico Canelado","Modare","2387850-97016marinhocamel","Feminino","Sandálias","Feminino","Adulto","Sandália","164.99","156.74","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","102139 OLIVA/CAMEL | 7187.100 NUDE/TAN | 7187.100 PRETO | 97016 marinho/camel | avela","Ultraconforto O conforto é um dos pontos fortes desse modelo. Apesar de ser uma sandália de salto, a Modare investiu em tecnologias que proporcionam maior comodidade ao longo do dia. O uso do elástico permite um ajuste mais flexível e que se adapta melhor ao pé, evitando apertos ou desconforto. Além disso, o salto é projetado de forma que não sobrecarregue os pés, permitindo que você caminhe com mais facilidade e menos impacto. Versátil e Estiloso Seu design elegante permite combiná-la com um...","https://www.chinelarialeilaneneves.com.br/sandalia-salto-modare-7187-100-el-canelado-97016-marinho-camel","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/06/produto/8897/01-sandalia-salto-modare-7187-100-elastico-canelado.png?ims=290x290","true","false"
"Sandália Salto Modare 7187.100 Elástico Canelado","Modare","2387850-7187.100NUDETAN","Feminino","Sandálias","Feminino","Adulto","Sandália","164.99","156.74","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","102139 OLIVA/CAMEL | 7187.100 NUDE/TAN | 7187.100 PRETO | 97016 marinho/camel | avela","Ultraconforto O conforto é um dos pontos fortes desse modelo. Apesar de ser uma sandália de salto, a Modare investiu em tecnologias que proporcionam maior comodidade ao longo do dia. O uso do elástico permite um ajuste mais flexível e que se adapta melhor ao pé, evitando apertos ou desconforto. Além disso, o salto é projetado de forma que não sobrecarregue os pés, permitindo que você caminhe com mais facilidade e menos impacto. Versátil e Estiloso Seu design elegante permite combiná-la com um...","https://www.chinelarialeilaneneves.com.br/sandalia-salto-modare-7187-100-el-canelado-7187-100-nude-tan","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/03/produto/248/01-tamanco-salto-modare-7187-100-el-canelado-tamanco-salto-modare-7187-100-el-canelado-7187-100-preto-34.png?ims=290x290","true","false"
"Sandália Vizzano 6528.108 Pelica","Vizzano","2547909-104068moccapelica","Feminino","Sandálias","Feminino","Adulto","Sandália","134.99","128.24","34 | 35 | 36 | 37 | 38 | 39 | 40","104068 mocca pelica | 15745 preto pelica | branco off vizz","Conforto Conta com palmilha macia, proporcionando conforto ao longo do dia. O solado baixo e flexível favorece uma pisada suave, enquanto o ajuste firme no tornozelo ajuda a manter o pé estável, mesmo em uso prolongado. Versatilidade Extremamente versátil, a Sandália Vizzano Pelica é ideal para uso diário, passeios, eventos casuais, viagens e ocasiões informais elegantes. Combina facilmente com vestidos, saias, shorts e calças leves, transitando bem do dia para a noite. Estilo Com visual sofi...","https://www.chinelarialeilaneneves.com.br/sandalia-vizzano-6528-108-pelica-104068-mocca-pelica","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/12/produto/12171/01-sandalia-vizzano-6528-108-pelica.png?ims=290x290","true","false"
"Sandália Vizzano 6570.100 Napa Calf","Vizzano","2542721-35312brancooffcalf","Feminino","Sandálias","Feminino","Adulto","Sandália","179.90","170.91","34 | 35 | 36 | 37 | 38 | 39 | 40","35312 branco off calf","Conforto A Sandália Vizzano 6570.100 foi pensada para proporcionar conforto ao longo de todo o dia. Seu solado é leve e flexível, garantindo melhor absorção do impacto ao caminhar. A palmilha oferece sensação agradável aos pés, enquanto as tiras em Napa Calf se ajustam suavemente, evitando atritos e desconfortos. O fechamento com fivela permite regulagem ideal, trazendo mais segurança e estabilidade ao uso. Versatilidade Este modelo é extremamente versátil e combina com diferentes ocasiões do...","https://www.chinelarialeilaneneves.com.br/sandalia-vizzano-6570-100-napa-calf-35312-branco-off-calf","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/12/produto/11969/01-sandalia-vizzano-6570-100-napa-calf.png?ims=290x290","true","false"
"Sandália Vizzano 6570.103 Pelica","Vizzano","2542720-35312brancooffpelica","Feminino","Sandálias","Feminino","Adulto","Sandália","179.90","170.91","34 | 35 | 36 | 37 | 38 | 39 | 40","35312 branco off pelica","Conforto A Sandália Vizzano 6570.103 oferece excelente conforto para o uso diário. Seu solado flat é leve e flexível, proporcionando mais estabilidade ao caminhar. A palmilha macia acomoda bem os pés, enquanto as tiras em pelica garantem um toque suave, evitando incômodos mesmo após longos períodos de uso. O fechamento com fivela ajustável permite melhor adaptação ao pé, trazendo segurança e firmeza. Versatilidade Este modelo é extremamente versátil e ideal para acompanhar a rotina da mulher ...","https://www.chinelarialeilaneneves.com.br/sandalia-vizzano-6570-103-pelica-35312-branco-off-pelica","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/12/produto/11977/01-sandalia-vizzano-6570-103-pelica.png?ims=290x290","true","false"
"Sandália Vizzano 6570.200 Napa Calf","Vizzano","2542715-104068moccacalf","Feminino","Sandálias","Feminino","Adulto","Sandália","179.90","170.91","34 | 35 | 36 | 37 | 38 | 39 | 40","104068 mocca calf","Conforto Confeccionada em napa calf de alta qualidade, a sandália oferece durabilidade, resistência e toque macio. Possui tiras bem estruturadas com aplicação de metais decorativos, que valorizam o visual, além de acabamento interno confortável e solado baixo que garante estabilidade ao caminhar. Versatilidade Extremamente versátil, a Sandália Vizzano Napa Calf é perfeita para uso diário, passeios, viagens, trabalho informal e momentos de lazer. Combina facilmente com vestidos, saias, shorts,...","https://www.chinelarialeilaneneves.com.br/sandalia-vizzano-6570-200-napa-calf-104068-mocca-calf","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/12/produto/11959/01-sandalia-vizzano-6570-200-napa-calf.png?ims=290x290","true","false"
"Sandália Vizzano 6570.203 Pelica","Vizzano","2542722-95373camelpelica","Feminino","Sandálias","Feminino","Adulto","Sandália","179.90","170.91","34 | 35 | 36 | 37 | 38 | 39 | 40","95373 camel pelica","Conforto A Sandália Vizzano 6570.203 oferece excelente conforto para o uso diário. Seu solado flat é leve e flexível, proporcionando mais estabilidade ao caminhar. A palmilha macia acomoda bem os pés, enquanto as tiras em pelica garantem um toque suave, evitando incômodos mesmo após longos períodos de uso. O fechamento com fivela ajustável permite melhor adaptação ao pé, trazendo segurança e firmeza. Versatilidade Este modelo é extremamente versátil e ideal para acompanhar a rotina da mulher ...","https://www.chinelarialeilaneneves.com.br/sandalia-vizzano-6570-203-pelica-95373-camel-pelica","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/12/produto/11987/01-sandalia-vizzano-6570-203-pelica.png?ims=290x290","true","false"
"Sandália Zaxy 19282 New Up","Zaxy","2526478-bu730nudemedio","Feminino","Sandálias","Feminino","Adulto","Sandália","118.99","113.04","33/34 | 35 | 36 | 37 | 38 | 39/40","bt435 preto | bu730 nude medio","Conforto Conta com palmilha macia e anatômica, que se adapta bem aos pés e ajuda a reduzir o impacto ao caminhar. O solado plataforma leve favorece a distribuição do peso corporal, oferecendo conforto mesmo em uso prolongado. Versatilidade Muito versátil, a Sandália Zaxy New Up é perfeita para uso diário, passeios, viagens, trabalho informal e momentos de lazer. Combina facilmente com vestidos, saias, shorts, calças e looks casuais, sendo uma ótima opção para diferentes ocasiões. Estilo Com v...","https://www.chinelarialeilaneneves.com.br/sandalia-zaxy-19282-new-up-bu730-nude-medio","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/12/produto/12188/05-sandalia-zaxy-19282-new-up.png?ims=290x290","true","true"
"Sapatilha Feminino Modare 7016.461 Floather Nature","Modare","2341302-avela1248","Feminino","Sapatilhas","Feminino","Adulto","Sapatilha","134.90","128.16","34 | 35 | 36 | 37 | 38 | 39 | 40","01 PRETO NATURE | 985 - CREME / NATURE | avela 1248","Elegância e conforto tudo no mesmo calçado.","https://www.chinelarialeilaneneves.com.br/sapatilha-modare-7016-461-floather-nature-avela-1248","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/04/produto/15069/01-sapatilha-modare-7016-461-floather-nature.png?ims=290x290","true","false"
"Sapatilha Feminino Modare 7016.461 Floather Nature","Modare","2341302-01PRETONATURE","Feminino","Sapatilhas","Feminino","Adulto","Sapatilha","134.90","128.16","34 | 35 | 36 | 37 | 38 | 39 | 40","01 PRETO NATURE | 985 - CREME / NATURE | avela 1248","Elegância e conforto tudo no mesmo calçado.","https://www.chinelarialeilaneneves.com.br/sapatilha-modare-7016-461-floather-nat-01-preto-nature","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/03/produto/1071/09-sapatilha-modare-7016-461-floather-nat.png?ims=290x290","true","false"
"Sapatilha Feminino Modare 7016.461 Floather Nature","Modare","2341302-985-CREMENATURE","Feminino","Sapatilhas","Feminino","Adulto","Sapatilha","134.90","128.16","34 | 35 | 36 | 37 | 38 | 39 | 40","01 PRETO NATURE | 985 - CREME / NATURE | avela 1248","Elegância e conforto tudo no mesmo calçado.","https://www.chinelarialeilaneneves.com.br/sapatilha-modare-7016-461-floather-nat-985-creme-nature","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/03/produto/1067/05-sapatilha-modare-7016-461-floather-nat.png?ims=290x290","true","false"
"Sapatilha Moleca 5027.1466 Milano","Moleca","2348708-52531VERNIZNUDE","Feminino","Sapatilhas","Feminino","Adulto","Sapatilha","79.90","75.91","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","15745 - VERNIZ PRETO | 52531 VERNIZ NUDE","Confortavel A Sapatilha Moleca 5027.1466 Milano é projetada para oferecer conforto durante o uso prolongado. A palmilha acolchoada proporciona uma sensação de maciez ao caminhar, ajudando a reduzir os impactos e tornando a sapatilha ideal para o uso diário. A estrutura flexível do material permite que o calçado se adapte ao formato do pé, sem apertar ou causar desconfortos. O design leve também contribui para o conforto, permitindo que você se movimente sem esforço, o que é importante para qu...","https://www.chinelarialeilaneneves.com.br/sapatilha-moleca-5027-1466-milano-52531-verniz-nude","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/1742/01-sapatilha-moleca-5027-1466-milano.png?ims=290x290","true","false"
"Sapatilha Moleca 5787.103 Tresse Santorini","Moleca","2348695-35312-TRESSEBRANCOOFF","Feminino","Sapatilhas","Feminino","Adulto","Sapatilha","89.90","85.41","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","15745-TRESSE PRETO | 35312-TRESSE BRANCO OFF | 52531-TRESSE NUDE","Conforto O conforto da Sapatilha Moleca 5787.103 Tresse Santorini é garantido por vários fatores. O modelo apresenta uma palmilha acolchoada que ajuda a proporcionar um caminhar macio e confortável, absorvendo os impactos ao longo do dia. Além disso, a sapatilha tem um material flexível, permitindo que ela se ajuste ao pé de maneira natural, sem causar desconforto. Qualidade A Moleca é uma marca reconhecida pela sua qualidade e a sapatilha 5787.103 Tresse Santorini reflete isso com a escolha ...","https://www.chinelarialeilaneneves.com.br/sapatilha-moleca-5787-103-tresse-santorini-35312-tresse-branco-off","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/1732/04-sapatilha-moleca-5787-103-tresse-santorini.png?ims=290x290","true","false"
"Sapatilha Moleca 5787.103 Tresse Santorini","Moleca","2348695-52531-TRESSENUDE","Feminino","Sapatilhas","Feminino","Adulto","Sapatilha","89.90","85.41","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","15745-TRESSE PRETO | 35312-TRESSE BRANCO OFF | 52531-TRESSE NUDE","Conforto O conforto da Sapatilha Moleca 5787.103 Tresse Santorini é garantido por vários fatores. O modelo apresenta uma palmilha acolchoada que ajuda a proporcionar um caminhar macio e confortável, absorvendo os impactos ao longo do dia. Além disso, a sapatilha tem um material flexível, permitindo que ela se ajuste ao pé de maneira natural, sem causar desconforto. Qualidade A Moleca é uma marca reconhecida pela sua qualidade e a sapatilha 5787.103 Tresse Santorini reflete isso com a escolha ...","https://www.chinelarialeilaneneves.com.br/sapatilha-moleca-5787-103-tresse-santorini-52531-tresse-nude","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/1729/01-sapatilha-moleca-5787-103-tresse-santorini.png?ims=290x290","true","false"
